bet_type,game_date,home_team,away_team,pick,odds,line,model_prob,market_prob,edge,edge_pct,kelly,confidence,recommended
MONEYLINE,2026-05-02,BOS,PHI,PHI,244,+244,0.3714,0.2907,0.0807,8.1%,0.1138,LOW,True
SPREAD,2026-05-02,BOS,PHI,PHI,-110,+8.5,0.3674,0.5,-0.1326,-13.3%,0.036,NO PLAY,False
TOTAL,2026-05-02,BOS,PHI,UNDER,-110,205.5,0.5987,0.5,0.0987,9.9%,0.3885,MEDIUM,True
